COMMAND     PID     USER   FD   TYPE   DEVICE SIZE/OFF NODE NAME
xrootd     8005   xrootd  163u  IPv6 51426919      0t0  TCP cms-a008.rcac.purdue.edu:56259->cms-c004.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  164u  IPv6 52210771      0t0  TCP cms-a008.rcac.purdue.edu:50915->cms-b009.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  165u  IPv6 55516848      0t0  TCP cms-a008.rcac.purdue.edu:56031->cms-b008.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  166u  IPv6 50244550      0t0  TCP cms-a008.rcac.purdue.edu:48750->cms-a007.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  167u  IPv6 54898879      0t0  TCP cms-a008.rcac.purdue.edu:45096->cms-a013.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  168u  IPv6 54614597      0t0  TCP cms-a008.rcac.purdue.edu:49042->cms-g002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  169u  IPv6 50246004      0t0  TCP cms-a008.rcac.purdue.edu:46505->cms-f003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  170u  IPv6 55380793      0t0  TCP cms-a008.rcac.purdue.edu:32810->cms-b001.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  171u  IPv6 54841102      0t0  TCP cms-a008.rcac.purdue.edu:59111->cms-a025.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  172u  IPv6 51787164      0t0  TCP cms-a008.rcac.purdue.edu:49092->cms-a007.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  173u  IPv6 52139707      0t0  TCP cms-a008.rcac.purdue.edu:47769->cms-e003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  174u  IPv6 51801427      0t0  TCP cms-a008.rcac.purdue.edu:46507->cms-c007.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  175u  IPv6 48424451      0t0  TCP cms-a008.rcac.purdue.edu:37212->cms-e000.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  176u  IPv6 48780155      0t0  TCP cms-a008.rcac.purdue.edu:49244->cms-c007.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  177u  IPv6 49145401      0t0  TCP cms-a008.rcac.purdue.edu:57402->cms-c003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  178u  IPv6 55440069      0t0  TCP cms-a008.rcac.purdue.edu:37518->cms-a015.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  179u  IPv6 55517276      0t0  TCP cms-a008.rcac.purdue.edu:52476->cms-a039.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  180u  IPv6 54554005      0t0  TCP cms-a008.rcac.purdue.edu:57924->cms-b005.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  181u  IPv6 48243358      0t0  TCP cms-a008.rcac.purdue.edu:57965->cms-a002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  182u  IPv6 52614626      0t0  TCP cms-a008.rcac.purdue.edu:43843->cms-c002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  183u  IPv6 51422956      0t0  TCP cms-a008.rcac.purdue.edu:39353->cms-f003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  184u  IPv6 55261711      0t0  TCP cms-a008.rcac.purdue.edu:55624->cms-d000.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  185u  IPv6 50121190      0t0  TCP cms-a008.rcac.purdue.edu:39204->cms-b003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  186u  IPv6 51703952      0t0  TCP cms-a008.rcac.purdue.edu:54192->cms-a028.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  187u  IPv6 54622635      0t0  TCP cms-a008.rcac.purdue.edu:38757->cms-b008.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  188u  IPv6 54271750      0t0  TCP cms-a008.rcac.purdue.edu:50009->cms-g002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  189u  IPv6 54497919      0t0  TCP cms-a008.rcac.purdue.edu:60514->cms-a030.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  190u  IPv6 52031040      0t0  TCP cms-a008.rcac.purdue.edu:41460->cms-f003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  191u  IPv6 55286315      0t0  TCP cms-a008.rcac.purdue.edu:36190->cms-c003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  192u  IPv6 54307788      0t0  TCP cms-a008.rcac.purdue.edu:48027->cms-c002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  193u  IPv6 55450538      0t0  TCP cms-a008.rcac.purdue.edu:37430->cms-f001.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  194u  IPv6 55516971      0t0  TCP cms-a008.rcac.purdue.edu:37576->cms-c008.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  195u  IPv6 55140980      0t0  TCP cms-a008.rcac.purdue.edu:40022->cms-g002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  196u  IPv6 52452966      0t0  TCP cms-a008.rcac.purdue.edu:56362->cms-d001.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  197u  IPv6 50419571      0t0  TCP cms-a008.rcac.purdue.edu:41587->cms-b005.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  198u  IPv6 51538005      0t0  TCP cms-a008.rcac.purdue.edu:51669->cms-117.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  199u  IPv6 55309956      0t0  TCP cms-a008.rcac.purdue.edu:59613->cms-a038.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  200u  IPv6 47651744      0t0  TCP cms-a008.rcac.purdue.edu:57082->cms-f002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  201u  IPv6 51338399      0t0  TCP cms-a008.rcac.purdue.edu:55294->cms-f001.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  202u  IPv6 51295673      0t0  TCP cms-a008.rcac.purdue.edu:34340->cms-c003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  203u  IPv6 51762381      0t0  TCP cms-a008.rcac.purdue.edu:59458->cms-g000.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  204u  IPv6 54525234      0t0  TCP cms-a008.rcac.purdue.edu:36735->cms-a028.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  205u  IPv6 51680795      0t0  TCP cms-a008.rcac.purdue.edu:48458->cms-b000.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  206u  IPv6 48305435      0t0  TCP cms-a008.rcac.purdue.edu:59355->cms-d001.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  207u  IPv6 50879598      0t0  TCP cms-a008.rcac.purdue.edu:45913->cms-b011.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  208u  IPv6 55326120      0t0  TCP cms-a008.rcac.purdue.edu:42667->cms-c009.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  209u  IPv6 50705678      0t0  TCP cms-a008.rcac.purdue.edu:47437->cms-a006.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  210u  IPv6 55362518      0t0  TCP cms-a008.rcac.purdue.edu:48438->cms-d001.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  211u  IPv6 50944888      0t0  TCP cms-a008.rcac.purdue.edu:34652->cms-e000.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  212u  IPv6 50894831      0t0  TCP cms-a008.rcac.purdue.edu:46082->cms-169.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  213u  IPv6 51965799      0t0  TCP cms-a008.rcac.purdue.edu:52517->cms-c004.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  214u  IPv6 51255911      0t0  TCP cms-a008.rcac.purdue.edu:47959->cms-c000.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  215u  IPv6 49482269      0t0  TCP cms-a008.rcac.purdue.edu:53487->cms-g004.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  216u  IPv6 51703120      0t0  TCP cms-a008.rcac.purdue.edu:34480->cms-b007.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  217u  IPv6 51939588      0t0  TCP cms-a008.rcac.purdue.edu:33075->cms-b011.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  218u  IPv6 50505633      0t0  TCP cms-a008.rcac.purdue.edu:41521->cms-b011.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  219u  IPv6 55495118      0t0  TCP cms-a008.rcac.purdue.edu:35648->cms-a023.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd  220u  IPv6 49998874      0t0  TCP cms-a008.rcac.purdue.edu:56732->cms-b002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  221u  IPv6 55513679      0t0  TCP cms-a008.rcac.purdue.edu:37450->cms-c008.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  222u  IPv6 55462121      0t0  TCP cms-a008.rcac.purdue.edu:38691->cms-b001.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  223u  IPv6 49394066      0t0  TCP cms-a008.rcac.purdue.edu:54388->cms-c009.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  224u  IPv6 51247788      0t0  TCP cms-a008.rcac.purdue.edu:39865->cms-g000.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  225u  IPv6 55493973      0t0  TCP cms-a008.rcac.purdue.edu:37248->cms-g001.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  226u  IPv6 54161110      0t0  TCP cms-a008.rcac.purdue.edu:41378->cms-c000.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  227u  IPv6 47655151      0t0  TCP cms-a008.rcac.purdue.edu:41328->cms-b006.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  228u  IPv6 54689515      0t0  TCP cms-a008.rcac.purdue.edu:33334->cms-b011.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  229u  IPv6 51285381      0t0  TCP cms-a008.rcac.purdue.edu:49016->cms-g002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  230u  IPv6 51341110      0t0  TCP cms-a008.rcac.purdue.edu:42504->cms-a025.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  231u  IPv6 52136300      0t0  TCP cms-a008.rcac.purdue.edu:55245->cms-b002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  232u  IPv6 52087618      0t0  TCP cms-a008.rcac.purdue.edu:34905->cms-c002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  233u  IPv6 51322170      0t0  TCP cms-a008.rcac.purdue.edu:52425->cms-b006.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  234u  IPv6 50689345      0t0  TCP cms-a008.rcac.purdue.edu:35251->cms-a011.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  235u  IPv6 49579978      0t0  TCP cms-a008.rcac.purdue.edu:41986->cms-c009.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  236u  IPv6 48364887      0t0  TCP cms-a008.rcac.purdue.edu:52261->cms-g004.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  237u  IPv6 55469398      0t0  TCP cms-a008.rcac.purdue.edu:44808->cms-b004.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  238u  IPv6 54942511      0t0  TCP cms-a008.rcac.purdue.edu:52794->cms-b009.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  239u  IPv6 52661424      0t0  TCP cms-a008.rcac.purdue.edu:48228->cms-c002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  240u  IPv6 52272611      0t0  TCP cms-a008.rcac.purdue.edu:43753->cms-d001.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  241u  IPv6 51656559      0t0  TCP cms-a008.rcac.purdue.edu:55285->cms-c000.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  242u  IPv6 49895083      0t0  TCP cms-a008.rcac.purdue.edu:60389->cms-078.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  243u  IPv6 54665036      0t0  TCP cms-a008.rcac.purdue.edu:52336->cms-g001.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  244u  IPv6 51481840      0t0  TCP cms-a008.rcac.purdue.edu:51923->cms-b005.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  245u  IPv6 52006366      0t0  TCP cms-a008.rcac.purdue.edu:42629->cms-b003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  246u  IPv6 51784089      0t0  TCP cms-a008.rcac.purdue.edu:43674->cms-e003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  247u  IPv6 51050122      0t0  TCP cms-a008.rcac.purdue.edu:48843->cms-a021.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  248u  IPv6 55423579      0t0  TCP cms-a008.rcac.purdue.edu:50567->cms-f002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  249u  IPv6 55350893      0t0  TCP cms-a008.rcac.purdue.edu:47711->cms-b000.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  250u  IPv6 54718949      0t0  TCP cms-a008.rcac.purdue.edu:47084->cms-c009.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  251u  IPv6 51762293      0t0  TCP cms-a008.rcac.purdue.edu:40020->cms-b001.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  252u  IPv6 51561189      0t0  TCP cms-a008.rcac.purdue.edu:57988->cms-c001.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  253u  IPv6 50921937      0t0  TCP cms-a008.rcac.purdue.edu:57757->cms-a016.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  254u  IPv6 51514179      0t0  TCP cms-a008.rcac.purdue.edu:34855->cms-c005.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  255u  IPv6 54875236      0t0  TCP cms-a008.rcac.purdue.edu:39138->cms-c005.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  256u  IPv6 51452186      0t0  TCP cms-a008.rcac.purdue.edu:35491->cms-g003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  257u  IPv4 54876611      0t0  TCP cms-a008.rcac.purdue.edu:rootd->cms-a014.rcac.purdue.edu:47547 (ESTABLISHED)
xrootd     8005   xrootd  258u  IPv6 53492699      0t0  TCP cms-a008.rcac.purdue.edu:34996->cms-g000.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  259u  IPv6 55488768      0t0  TCP cms-a008.rcac.purdue.edu:43430->cms-132.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  260u  IPv6 49610032      0t0  TCP cms-a008.rcac.purdue.edu:37312->cms-a034.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  261u  IPv6 52136173      0t0  TCP cms-a008.rcac.purdue.edu:56336->cms-c003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  262u  IPv6 52944087      0t0  TCP cms-a008.rcac.purdue.edu:43669->cms-c006.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  263u  IPv6 50769854      0t0  TCP cms-a008.rcac.purdue.edu:54944->cms-b012.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  264u  IPv6 51801646      0t0  TCP cms-a008.rcac.purdue.edu:45474->cms-b007.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  265u  IPv6 51194629      0t0  TCP cms-a008.rcac.purdue.edu:52159->cms-a024.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  266u  IPv6 52169850      0t0  TCP cms-a008.rcac.purdue.edu:52325->cms-f003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  267u  IPv6 51736715      0t0  TCP cms-a008.rcac.purdue.edu:53972->cms-a037.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  268u  IPv6 55493978      0t0  TCP cms-a008.rcac.purdue.edu:58093->cms-d001.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  269u  IPv6 51843090      0t0  TCP cms-a008.rcac.purdue.edu:46116->cms-g003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  270u  IPv6 51481733      0t0  TCP cms-a008.rcac.purdue.edu:43945->cms-a031.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  271u  IPv6 50203050      0t0  TCP cms-a008.rcac.purdue.edu:55854->cms-b000.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  272u  IPv6 50495538      0t0  TCP cms-a008.rcac.purdue.edu:42657->cms-b004.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  273u  IPv6 51804505      0t0  TCP cms-a008.rcac.purdue.edu:58807->cms-c009.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  274u  IPv6 52124794      0t0  TCP cms-a008.rcac.purdue.edu:52598->cms-b003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  275u  IPv6 51075141      0t0  TCP cms-a008.rcac.purdue.edu:43409->cms-b005.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  276u  IPv6 49417185      0t0  TCP cms-a008.rcac.purdue.edu:51927->cms-a032.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  277u  IPv6 54998284      0t0  TCP cms-a008.rcac.purdue.edu:48640->cms-a021.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  278u  IPv6 55517279      0t0  TCP cms-a008.rcac.purdue.edu:52161->cms-c001.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd  279u  IPv6 50789664      0t0  TCP cms-a008.rcac.purdue.edu:38459->cms-d000.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  280u  IPv6 51926569      0t0  TCP cms-a008.rcac.purdue.edu:48282->cms-g000.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  281u  IPv6 54046139      0t0  TCP cms-a008.rcac.purdue.edu:59828->cms-c000.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  282u  IPv6 51068468      0t0  TCP cms-a008.rcac.purdue.edu:36796->cms-g004.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  283u  IPv6 55099658      0t0  TCP cms-a008.rcac.purdue.edu:56768->cms-097.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  284u  IPv6 55491455      0t0  TCP cms-a008.rcac.purdue.edu:44287->cms-b011.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  285u  IPv6 53234928      0t0  TCP cms-a008.rcac.purdue.edu:55368->cms-109.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  286u  IPv6 50799573      0t0  TCP cms-a008.rcac.purdue.edu:48138->cms-087.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  287u  IPv6 55489230      0t0  TCP cms-a008.rcac.purdue.edu:51480->cms-c001.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  288u  IPv6 54535809      0t0  TCP cms-a008.rcac.purdue.edu:51517->cms-a007.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  289u  IPv6 50382001      0t0  TCP cms-a008.rcac.purdue.edu:52577->cms-b006.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  290u  IPv6 55365162      0t0  TCP cms-a008.rcac.purdue.edu:34975->cms-d000.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  291u  IPv6 53484220      0t0  TCP cms-a008.rcac.purdue.edu:57455->cms-e000.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  292u  IPv6 47555987      0t0  TCP cms-a008.rcac.purdue.edu:50905->cms-g002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  293u  IPv6 54742738      0t0  TCP cms-a008.rcac.purdue.edu:48864->cms-c009.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  294u  IPv6 49587312      0t0  TCP cms-a008.rcac.purdue.edu:42721->cms-c009.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  295u  IPv6 55247286      0t0  TCP cms-a008.rcac.purdue.edu:47791->cms-a012.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  296u  IPv6 50978896      0t0  TCP cms-a008.rcac.purdue.edu:47346->cms-g001.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  297u  IPv6 49180111      0t0  TCP cms-a008.rcac.purdue.edu:44446->cms-a023.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  298u  IPv6 51694753      0t0  TCP cms-a008.rcac.purdue.edu:57062->cms-g001.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  299u  IPv6 51101761      0t0  TCP cms-a008.rcac.purdue.edu:51279->cms-a003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  300u  IPv6 47997681      0t0  TCP cms-a008.rcac.purdue.edu:44512->cms-b006.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  301u  IPv6 49650902      0t0  TCP cms-a008.rcac.purdue.edu:53874->cms-a036.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  302u  IPv6 51752103      0t0  TCP cms-a008.rcac.purdue.edu:49077->cms-c003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  303u  IPv6 50918407      0t0  TCP cms-a008.rcac.purdue.edu:38807->cms-c002.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  304u  IPv6 51583144      0t0  TCP cms-a008.rcac.purdue.edu:60880->cms-a029.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  305u  IPv6 55020962      0t0  TCP cms-a008.rcac.purdue.edu:45686->cms-b008.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  306u  IPv6 51278082      0t0  TCP cms-a008.rcac.purdue.edu:42239->cms-a021.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  307u  IPv6 54997917      0t0  TCP cms-a008.rcac.purdue.edu:49814->cms-c006.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  308u  IPv6 50220723      0t0  TCP cms-a008.rcac.purdue.edu:50880->cms-c001.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  309u  IPv6 50144539      0t0  TCP cms-a008.rcac.purdue.edu:54189->cms-c004.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  310u  IPv6 55193031      0t0  TCP cms-a008.rcac.purdue.edu:32990->cms-b010.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  311u  IPv6 54883672      0t0  TCP cms-a008.rcac.purdue.edu:53828->cms-g004.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  312u  IPv6 51223691      0t0  TCP cms-a008.rcac.purdue.edu:45146->cms-c000.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  313u  IPv6 55516661      0t0  TCP cms-a008.rcac.purdue.edu:37666->cms-g001.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  314u  IPv6 50487051      0t0  TCP cms-a008.rcac.purdue.edu:60645->cms-c008.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  315u  IPv6 47494611      0t0  TCP cms-a008.rcac.purdue.edu:37492->cms-c004.rcac.purdue.edu:50010 (ESTABLISHED)
xrootd     8005   xrootd  316u  IPv6 50475464      0t0  TCP cms-a008.rcac.purdue.edu:34434->cms-f001.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  317u  IPv6 51013745      0t0  TCP cms-a008.rcac.purdue.edu:37147->cms-a029.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  318u  IPv6 51301200      0t0  TCP cms-a008.rcac.purdue.edu:41569->cms-d001.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  319u  IPv6 55295292      0t0  TCP cms-a008.rcac.purdue.edu:37802->cms-b005.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  320u  IPv6 50480749      0t0  TCP cms-a008.rcac.purdue.edu:37315->cms-e003.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  321u  IPv6 54749129      0t0  TCP cms-a008.rcac.purdue.edu:59758->cms-g001.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  322u  IPv6 51840615      0t0  TCP cms-a008.rcac.purdue.edu:39649->cms-g000.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  323u  IPv6 54018543      0t0  TCP cms-a008.rcac.purdue.edu:35849->cms-b004.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  324u  IPv6 51330439      0t0  TCP cms-a008.rcac.purdue.edu:37499->cms-a026.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  325u  IPv6 55483509      0t0  TCP cms-a008.rcac.purdue.edu:39861->cms-a004.rcac.purdue.edu:50010 (CLOSE_WAIT)
xrootd     8005   xrootd  326u  IPv6 54868848      0t0  TCP cms-a008.rcac.purdue.edu:51355->cms-f003.rcac.purdue.edu:50010 (CLOSE_WAIT)
